,date,LAF01CG101XQ01Value,LAF02CG101XQ01Value,LAF11CG101XQ01Value,LAF12CG101XQ01Value,LAF13CG101XQ01Value,LAF14CG101XQ01Value
25,2016-3-1 00:25:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
26,2016-3-1 00:26:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
27,2016-3-1 00:27:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
28,2016-3-1 00:28:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
29,2016-3-1 00:29:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
30,2016-3-1 00:30:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
31,2016-3-1 00:31:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
32,2016-3-1 00:32:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
33,2016-3-1 00:33:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
34,2016-3-1 00:34:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
35,2016-3-1 00:35:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
36,2016-3-1 00:36:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
37,2016-3-1 00:37:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
38,2016-3-1 00:38:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
39,2016-3-1 00:39:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
40,2016-3-1 00:40:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
41,2016-3-1 00:41:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
42,2016-3-1 00:42:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
43,2016-3-1 00:43:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
44,2016-3-1 00:44:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
45,2016-3-1 00:45:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
46,2016-3-1 00:46:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
47,2016-3-1 00:47:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
48,2016-3-1 00:48:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
49,2016-3-1 00:49:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
50,2016-3-1 00:50:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
51,2016-3-1 00:51:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
52,2016-3-1 00:52:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
53,2016-3-1 00:53:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
54,2016-3-1 00:54:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
55,2016-3-1 00:55:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
56,2016-3-1 00:56:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
57,2016-3-1 00:57:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
58,2016-3-1 00:58:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
59,2016-3-1 00:59:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
60,2016-3-1 01:00:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
61,2016-3-1 01:01:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
62,2016-3-1 01:02:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
63,2016-3-1 01:03:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
64,2016-3-1 01:04:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
65,2016-3-1 01:05:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
66,2016-3-1 01:06:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
67,2016-3-1 01:07:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
68,2016-3-1 01:08:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
69,2016-3-1 01:09:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
70,2016-3-1 01:10:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
71,2016-3-1 01:11:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
72,2016-3-1 01:12:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
73,2016-3-1 01:13:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
74,2016-3-1 01:14:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
75,2016-3-1 01:15:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
76,2016-3-1 01:16:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
77,2016-3-1 01:17:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
78,2016-3-1 01:18:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
79,2016-3-1 01:19:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
80,2016-3-1 01:20:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
81,2016-3-1 01:21:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
82,2016-3-1 01:22:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
83,2016-3-1 01:23:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
84,2016-3-1 01:24:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
85,2016-3-1 01:25:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
86,2016-3-1 01:26:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
87,2016-3-1 01:27:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
88,2016-3-1 01:28:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
89,2016-3-1 01:29:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
90,2016-3-1 01:30:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
91,2016-3-1 01:31:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
92,2016-3-1 01:32:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
93,2016-3-1 01:33:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
94,2016-3-1 01:34:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
95,2016-3-1 01:35:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
96,2016-3-1 01:36:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
97,2016-3-1 01:37:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
98,2016-3-1 01:38:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
99,2016-3-1 01:39:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
100,2016-3-1 01:40:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
101,2016-3-1 01:41:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
102,2016-3-1 01:42:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
103,2016-3-1 01:43:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
104,2016-3-1 01:44:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
105,2016-3-1 01:45:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
106,2016-3-1 01:46:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
107,2016-3-1 01:47:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
108,2016-3-1 01:48:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
109,2016-3-1 01:49:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
110,2016-3-1 01:50:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
111,2016-3-1 01:51:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
112,2016-3-1 01:52:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
113,2016-3-1 01:53:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
114,2016-3-1 01:54:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
115,2016-3-1 01:55:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
116,2016-3-1 01:56:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
117,2016-3-1 01:57:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
118,2016-3-1 01:58:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
119,2016-3-1 01:59:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
120,2016-3-1 02:00:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
121,2016-3-1 02:01:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
122,2016-3-1 02:02:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
123,2016-3-1 02:03:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
124,2016-3-1 02:04:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
125,2016-3-1 02:05:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
126,2016-3-1 02:06:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
127,2016-3-1 02:07:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
128,2016-3-1 02:08:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
129,2016-3-1 02:09:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
130,2016-3-1 02:10:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
131,2016-3-1 02:11:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
132,2016-3-1 02:12:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
133,2016-3-1 02:13:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
134,2016-3-1 02:14:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
135,2016-3-1 02:15:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
136,2016-3-1 02:16:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
137,2016-3-1 02:17:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
138,2016-3-1 02:18:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
139,2016-3-1 02:19:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
140,2016-3-1 02:20:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
141,2016-3-1 02:21:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
142,2016-3-1 02:22:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
143,2016-3-1 02:23:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
144,2016-3-1 02:24:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
145,2016-3-1 02:25:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
146,2016-3-1 02:26:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
147,2016-3-1 02:27:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
148,2016-3-1 02:28:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
149,2016-3-1 02:29:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
150,2016-3-1 02:30:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
151,2016-3-1 02:31:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
152,2016-3-1 02:32:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
153,2016-3-1 02:33:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
154,2016-3-1 02:34:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
155,2016-3-1 02:35:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
156,2016-3-1 02:36:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
157,2016-3-1 02:37:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
158,2016-3-1 02:38:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
159,2016-3-1 02:39:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
160,2016-3-1 02:40:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
161,2016-3-1 02:41:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
162,2016-3-1 02:42:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
163,2016-3-1 02:43:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
164,2016-3-1 02:44:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
165,2016-3-1 02:45:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
166,2016-3-1 02:46:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
167,2016-3-1 02:47:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
168,2016-3-1 02:48:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
169,2016-3-1 02:49:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
170,2016-3-1 02:50:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
171,2016-3-1 02:51:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
172,2016-3-1 02:52:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
173,2016-3-1 02:53:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
174,2016-3-1 02:54:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
175,2016-3-1 02:55:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
176,2016-3-1 02:56:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
177,2016-3-1 02:57:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
178,2016-3-1 02:58:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
179,2016-3-1 02:59:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
180,2016-3-1 03:00:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
181,2016-3-1 03:01:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
182,2016-3-1 03:02:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
183,2016-3-1 03:03:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
184,2016-3-1 03:04:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
185,2016-3-1 03:05:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
186,2016-3-1 03:06:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
187,2016-3-1 03:07:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
188,2016-3-1 03:08:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
189,2016-3-1 03:09:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
190,2016-3-1 03:10:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
191,2016-3-1 03:11:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
192,2016-3-1 03:12:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
193,2016-3-1 03:13:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
194,2016-3-1 03:14:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
195,2016-3-1 03:15:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
196,2016-3-1 03:16:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
197,2016-3-1 03:17:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
198,2016-3-1 03:18:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
199,2016-3-1 03:19:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
200,2016-3-1 03:20:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
201,2016-3-1 03:21:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
202,2016-3-1 03:22:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
203,2016-3-1 03:23:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
204,2016-3-1 03:24:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
205,2016-3-1 03:25:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
206,2016-3-1 03:26:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
207,2016-3-1 03:27:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
208,2016-3-1 03:28:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
209,2016-3-1 03:29:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
210,2016-3-1 03:30:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
211,2016-3-1 03:31:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
212,2016-3-1 03:32:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
213,2016-3-1 03:33:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
214,2016-3-1 03:34:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
215,2016-3-1 03:35:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
216,2016-3-1 03:36:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
217,2016-3-1 03:37:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
218,2016-3-1 03:38:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
219,2016-3-1 03:39:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
220,2016-3-1 03:40:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
221,2016-3-1 03:41:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
222,2016-3-1 03:42:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
223,2016-3-1 03:43:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
224,2016-3-1 03:44:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
225,2016-3-1 03:45:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
226,2016-3-1 03:46:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
227,2016-3-1 03:47:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
228,2016-3-1 03:48:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
229,2016-3-1 03:49:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
230,2016-3-1 03:50:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
231,2016-3-1 03:51:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
232,2016-3-1 03:52:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
233,2016-3-1 03:53:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
234,2016-3-1 03:54:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
235,2016-3-1 03:55:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
236,2016-3-1 03:56:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
237,2016-3-1 03:57:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
238,2016-3-1 03:58:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
239,2016-3-1 03:59:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
240,2016-3-1 04:00:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
241,2016-3-1 04:01:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
242,2016-3-1 04:02:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
243,2016-3-1 04:03:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.41148
244,2016-3-1 04:04:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
245,2016-3-1 04:05:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
246,2016-3-1 04:06:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
247,2016-3-1 04:07:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
248,2016-3-1 04:08:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
249,2016-3-1 04:09:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
250,2016-3-1 04:10:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
251,2016-3-1 04:11:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
252,2016-3-1 04:12:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
253,2016-3-1 04:13:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
254,2016-3-1 04:14:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
255,2016-3-1 04:15:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
256,2016-3-1 04:16:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
257,2016-3-1 04:17:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
258,2016-3-1 04:18:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
259,2016-3-1 04:19:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
260,2016-3-1 04:20:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
261,2016-3-1 04:21:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
262,2016-3-1 04:22:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
263,2016-3-1 04:23:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
264,2016-3-1 04:24:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.59463
265,2016-3-1 04:25:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
266,2016-3-1 04:26:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
267,2016-3-1 04:27:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
268,2016-3-1 04:28:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
269,2016-3-1 04:29:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
270,2016-3-1 04:30:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
271,2016-3-1 04:31:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
272,2016-3-1 04:32:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
273,2016-3-1 04:33:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
274,2016-3-1 04:34:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
275,2016-3-1 04:35:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
276,2016-3-1 04:36:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
277,2016-3-1 04:37:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
278,2016-3-1 04:38:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
279,2016-3-1 04:39:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
280,2016-3-1 04:40:00,0.152625,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
281,2016-3-1 04:41:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
282,2016-3-1 04:42:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
283,2016-3-1 04:43:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
284,2016-3-1 04:44:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
285,2016-3-1 04:45:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
286,2016-3-1 04:46:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
287,2016-3-1 04:47:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
288,2016-3-1 04:48:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.59463
289,2016-3-1 04:49:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
290,2016-3-1 04:50:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
291,2016-3-1 04:51:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
292,2016-3-1 04:52:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
293,2016-3-1 04:53:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
294,2016-3-1 04:54:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
295,2016-3-1 04:55:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
296,2016-3-1 04:56:00,0.213675,0.091576,0.091576,0.091576,0.335776,2.5335799999999997
